Item;Condition;ID;MD5 hash of participant's IP address;Original_Value;Changed_Value;IsQuestionable;Discussion_ML;Discussion_TL;Discussion_BD
;C;2677;9a8edf1b84fcdd4e9692881d31a5a26e;explore a shipwreck;explore;FALSE;;explore;explore
;C;4312;559a558cc071b904f807f21b428370da;use it to help explore the wreck.;explore;FALSE;;use it;explore
;C;8396;6df37ff0405e34325f86235ab8e45b66;get ready;;FALSE;;;/
;C;9214;3028e7887ad94e66d4f5fe907c30cc88;as they had a flashlight in hand;;TRUE;;;/
;D;49;b8b10c5c32c46a8f278dc868ef65fd9d;scavenge;;FALSE;;;/
;D;4973;38515a2d399231bb4340622c162d7b1a;flashlight;;TRUE;;light;/
;D;5789;bac07a9a07d31bd971ed4288f10499d6;look around;;FALSE;;look;look
;D;10704;4f1511992b86c3d28f958bcbf4d56511;The divers at the port%2C as they had a flashlight in hand had to;;TRUE;;;/
;D;13167;773048bc5ea832a6a6fb93f6da578bc6;switch it on;shine light to see;FALSE;maybe?;;switch on
;D;14802;bc3b5c51f98f643be9a99134572a2170;use it to see;shine light to see;FALSE;;use it;see
45;A;995;2817aa3ba5ce3496c4222adb7a6aa37c;start his work. ;start working;FALSE;;start;start
;A;6724;83d8403f227baca0464166c404dc0dc2;draw blood;;FALSE;;;draw
;A;11648;14399e53229004f2c85ec3810d5cf776;Get to know the situation;examine;FALSE;;get to know;know
;B;2801;9a8edf1b84fcdd4e9692881d31a5a26e;handle different aspects of patient care;treat patients;FALSE;maybe?;handle;handle
;B;4436;559a558cc071b904f807f21b428370da;tell the patient about any additional testing or procedures to be done today.;;FALSE;;tell;tell
;B;8520;6df37ff0405e34325f86235ab8e45b66;diagnose them;diagnose;FALSE;;diagnose;diagnose
;B;9338;3028e7887ad94e66d4f5fe907c30cc88;as the pharmacist was in the office.;;TRUE;;;/
;C;220;b8b10c5c32c46a8f278dc868ef65fd9d;examine;;FALSE;;;/
;C;5139;38515a2d399231bb4340622c162d7b1a;bedroom;;TRUE;;;/
;C;5956;bac07a9a07d31bd971ed4288f10499d6;get to work;start working;FALSE;;work;work
;C;10871;4f1511992b86c3d28f958bcbf4d56511;s the patient laid down%2C the pathologist in the bedroom will;;TRUE;;;/
;C;13334;773048bc5ea832a6a6fb93f6da578bc6;take care;;FALSE;;;/
;C;14969;bc3b5c51f98f643be9a99134572a2170;get checked out;;FALSE;;;check out
;D;1958;2b7058890eefa22341aa295a036985a9;rest;;FALSE;;;/
;D;3599;58538dcb3f84e420200c601a4903dbef;begin;start working;FALSE;;;/
;D;7684;61f3559549de508d322e493e3c8fe90c;The pathologist at the bedroom;;TRUE;;;/
;D;10140;64e64662aa8b1a57c3e5254b48652bcc;examine the patient;examine;FALSE;;examine;examine
;D;12610;8e6ad748c0685eaeffbadbae0050306d;examine;;FALSE;;;/
;D;14245;46c4212ded545ed717b0ff376752ae11;perform procedure;;TRUE;;perform a procedure;perform
;D;15883;9f8736428d68ef86c654e1f0f0b1058e;get to work;start working;FALSE;;work;work
46;A;2790;9a8edf1b84fcdd4e9692881d31a5a26e;invest more into startups;invest;FALSE;;invest;invest
;A;4425;559a558cc071b904f807f21b428370da;remember to invest wisely%2C and not assume any stock will be only gains and will never fall/crash.;invest;FALSE;;invest;invest
;A;8509;6df37ff0405e34325f86235ab8e45b66;profit;;FALSE;;profit;/
;A;9327;3028e7887ad94e66d4f5fe907c30cc88;as the stock price soars;;TRUE;;;/
;B;243;b8b10c5c32c46a8f278dc868ef65fd9d;sell;;FALSE;;;/
;B;5161;38515a2d399231bb4340622c162d7b1a;banker;;TRUE;;;/
;B;5978;bac07a9a07d31bd971ed4288f10499d6;sell;;FALSE;;;/
;B;10894;4f1511992b86c3d28f958bcbf4d56511;The banker in the stock exchange%2C as the price increases will ;;TRUE;;;/
;B;13356;773048bc5ea832a6a6fb93f6da578bc6;go high;;FALSE;;;soar
;B;14992;bc3b5c51f98f643be9a99134572a2170;sell fast;sell;FALSE;;sell;sell
;C;1834;2b7058890eefa22341aa295a036985a9;be thrilled;;FALSE;;;/
;C;3477;58538dcb3f84e420200c601a4903dbef;keep an eye on his stocks;keep monitor;FALSE;;;monitor
;C;7562;61f3559549de508d322e493e3c8fe90c;s the soar the banker in the suite was;;TRUE;;;/
;C;10014;64e64662aa8b1a57c3e5254b48652bcc;make profit;;FALSE;;profit;make profit
;C;12488;8e6ad748c0685eaeffbadbae0050306d;exult;;FALSE;;;/
;C;14122;46c4212ded545ed717b0ff376752ae11;monitor status of the earnings;keep monitor;FALSE;;monitor;monitor
;C;15761;9f8736428d68ef86c654e1f0f0b1058e;get richer;;FALSE;;;make profit
;D;1208;2817aa3ba5ce3496c4222adb7a6aa37c;let their client know how it is going.;inform the client;FALSE;;;inform
;D;6937;83d8403f227baca0464166c404dc0dc2;take profits;make profit;FALSE;;profit;make profit
;D;11861;14399e53229004f2c85ec3810d5cf776;happily;;TRUE;;be happy;/
47;A;265;b8b10c5c32c46a8f278dc868ef65fd9d;operate;;FALSE;;;/
;A;5183;38515a2d399231bb4340622c162d7b1a;room;;TRUE;;;/
;A;6000;bac07a9a07d31bd971ed4288f10499d6;finish the oral surgery;operate;FALSE;maybe?;finish;finish
;A;10916;4f1511992b86c3d28f958bcbf4d56511;s the patient is under ?? the ?? in the ?? has to;;TRUE;;;/
;A;13378;773048bc5ea832a6a6fb93f6da578bc6;take in charge;;FALSE;;take charge;manage
;A;15014;bc3b5c51f98f643be9a99134572a2170;start the procedure;;FALSE;;start;start
;B;2040;2b7058890eefa22341aa295a036985a9;check vitals;;FALSE;;check their vitals;check
;B;3681;58538dcb3f84e420200c601a4903dbef;feel completely sleep;;TRUE;not sure;feel sleepy;sleep
;B;7766;61f3559549de508d322e493e3c8fe90c;The doctor in the patient room;;TRUE;;;/
;B;10224;64e64662aa8b1a57c3e5254b48652bcc;take care of the patient;;FALSE;;take care;take care
;B;12692;8e6ad748c0685eaeffbadbae0050306d;operate;;FALSE;;;/
;B;14327;46c4212ded545ed717b0ff376752ae11;proceed with procedure;;FALSE;;proceed;proceed
;B;15967;9f8736428d68ef86c654e1f0f0b1058e;get started;start the procedure;FALSE;;start;start
;C;1175;2817aa3ba5ce3496c4222adb7a6aa37c;finish and return to their patent.;;FALSE;;finish;finish
;C;6904;83d8403f227baca0464166c404dc0dc2;wash his hands;;FALSE;;;wash
;C;11828;14399e53229004f2c85ec3810d5cf776;Find some medicine to reduce the pain;;FALSE;;;reduce
;D;2924;9a8edf1b84fcdd4e9692881d31a5a26e;fix the patient's teeth;;FALSE;;;fix
;D;4558;559a558cc071b904f807f21b428370da;hurry to get back to the patient%2C as they should not be taking breaks of any kind in the middle of an active procedure involving local anesthesia.;get back;FALSE;;hurry;hurry
;D;8642;6df37ff0405e34325f86235ab8e45b66;pull it;;FALSE;;;pull
;D;9460;3028e7887ad94e66d4f5fe907c30cc88;the patient is under local anesthesia;;TRUE;;;/
48;A;1729;2b7058890eefa22341aa295a036985a9;deliver;;FALSE;;;/
;A;3373;58538dcb3f84e420200c601a4903dbef;tired;;TRUE;;be tired;/
;A;7458;61f3559549de508d322e493e3c8fe90c;s the package was loaded in the van%2C the courier package was;;TRUE;;;/
;A;9910;64e64662aa8b1a57c3e5254b48652bcc;be safe;;FALSE;;;/
;A;12384;8e6ad748c0685eaeffbadbae0050306d;signal;;FALSE;;;/
;A;14018;46c4212ded545ed717b0ff376752ae11;unload and deliver;deliver;FALSE;;unload;unload
;A;15656;9f8736428d68ef86c654e1f0f0b1058e;deliver it;deliver;FALSE;;deliver;deliver
;B;1602;2817aa3ba5ce3496c4222adb7a6aa37c;verify the paperwork to make its the correct person.;;FALSE;;verify;verify
;B;7331;83d8403f227baca0464166c404dc0dc2;lift the package;;FALSE;;lift;lift
;B;12257;14399e53229004f2c85ec3810d5cf776;Have to take it to where the event is been held;;FALSE;;;deliver
;C;2637;9a8edf1b84fcdd4e9692881d31a5a26e;wait for the ordered chair;;FALSE;;wait;wait
;C;4272;559a558cc071b904f807f21b428370da;make sure it is not damaged in loading it for delivery.;;FALSE;;;make sure
;C;8356;6df37ff0405e34325f86235ab8e45b66;deliver it;deliver;FALSE;;deliver;deliver
;C;9173;3028e7887ad94e66d4f5fe907c30cc88;as the package was loaded on the van;;TRUE;;;/
;D;388;b8b10c5c32c46a8f278dc868ef65fd9d;be there;;FALSE;;;be
;D;5305;38515a2d399231bb4340622c162d7b1a;van;;FALSE;;;/
;D;6122;bac07a9a07d31bd971ed4288f10499d6;have to get up and go;;FALSE;;;go
;D;11039;4f1511992b86c3d28f958bcbf4d56511;The courier on the couch%2C as the ?? was loaded into the van had to ;;TRUE;;;/
;D;13500;773048bc5ea832a6a6fb93f6da578bc6;be replaced;;FALSE;;;replace
;D;15137;bc3b5c51f98f643be9a99134572a2170;drive off;;FALSE;;;drive
49;A;964;2817aa3ba5ce3496c4222adb7a6aa37c;fight the fire.;stop the fire;FALSE;;;fight
;A;6693;83d8403f227baca0464166c404dc0dc2;rush;;FALSE;;;/
;A;11617;14399e53229004f2c85ec3810d5cf776;Call fire service;;TRUE;This is so irrelevant;call;call
;B;2996;9a8edf1b84fcdd4e9692881d31a5a26e;stop the fire;;FALSE;;;stop
;B;4629;559a558cc071b904f807f21b428370da;work quickly and be mindful of any potential for a backdraft.;;FALSE;;;work
;B;8713;6df37ff0405e34325f86235ab8e45b66;put it out;stop the fire;FALSE;;stop the fire;put out
;B;9531;3028e7887ad94e66d4f5fe907c30cc88;as the fire spreads;;TRUE;;;/
;C;807;b8b10c5c32c46a8f278dc868ef65fd9d;wake up;;FALSE;;;wake
;C;5718;38515a2d399231bb4340622c162d7b1a;bed;;TRUE;;go to bed;/
;C;6537;bac07a9a07d31bd971ed4288f10499d6;hop up and get to work;wake up and get to work;FALSE;;get up;hop up
;C;11460;4f1511992b86c3d28f958bcbf4d56511;s the fire approaches fast%2C the ?? in the ;;TRUE;;;/
;C;13913;773048bc5ea832a6a6fb93f6da578bc6;spray;;FALSE;;;/
;C;15552;bc3b5c51f98f643be9a99134572a2170;rush out;;FALSE;;rush;rush
;D;1844;2b7058890eefa22341aa295a036985a9;extinguish the flames ;stop the fire;FALSE;;stop the fire;extinguish
;D;3486;58538dcb3f84e420200c601a4903dbef;be put out;stop the fire;FALSE;;stop the fire;put out
;D;7571;61f3559549de508d322e493e3c8fe90c;The firefighter in the bed as fire spread;;TRUE;;;/
;D;10024;64e64662aa8b1a57c3e5254b48652bcc;extinguish it;stop the fire;FALSE;;stop the fire;extinguish
;D;12497;8e6ad748c0685eaeffbadbae0050306d;wake;wake up;FALSE;;wake up;/
;D;14131;46c4212ded545ed717b0ff376752ae11;react quickly.;;FALSE;;;react
;D;15770;9f8736428d68ef86c654e1f0f0b1058e;get up;wake up;FALSE;;get up;get up
50;A;3289;9a8edf1b84fcdd4e9692881d31a5a26e;be short handed;;FALSE;?;;/
;A;4922;559a558cc071b904f807f21b428370da;do their best to assist them%2C while acknowledging and apologizing for the company being short-staffed.;assist them;FALSE;;do their best;assist
;A;9007;6df37ff0405e34325f86235ab8e45b66;calm them down;;FALSE;;;calm
;A;9824;3028e7887ad94e66d4f5fe907c30cc88;as the client complains;;TRUE;;;/
;B;197;b8b10c5c32c46a8f278dc868ef65fd9d;apologize;;FALSE;;;/
;B;5117;38515a2d399231bb4340622c162d7b1a;client;;TRUE;;;/
;B;5934;bac07a9a07d31bd971ed4288f10499d6;do their best to solve the issue;assist them;FALSE;;do their best;solve
;B;10849;4f1511992b86c3d28f958bcbf4d56511;The agent on the service line%2C as the client complained will%2C ;;TRUE;;;/
;B;13312;773048bc5ea832a6a6fb93f6da578bc6;fix everything;fix up;FALSE;;fix ;fix
;B;14947;bc3b5c51f98f643be9a99134572a2170;write it down;take note;FALSE;;write ;write
;C;2269;2b7058890eefa22341aa295a036985a9;not help;;FALSE;;;ignore
;C;3908;58538dcb3f84e420200c601a4903dbef;get up and leave;leave;FALSE;;leave;leave
;C;7992;61f3559549de508d322e493e3c8fe90c;s the client as complained;;TRUE;;;/
;C;10452;64e64662aa8b1a57c3e5254b48652bcc;fix up;;FALSE;;fix ;fix
;C;12918;8e6ad748c0685eaeffbadbae0050306d;celebrate;;FALSE;;;/
;C;14553;46c4212ded545ed717b0ff376752ae11;address the complaints;fix up;FALSE;;address ;address
;C;16194;9f8736428d68ef86c654e1f0f0b1058e;take note;;FALSE;;;note
;D;1006;2817aa3ba5ce3496c4222adb7a6aa37c;try to get extra help.;get help;FALSE;;get help;help
;D;6735;83d8403f227baca0464166c404dc0dc2;try to fix their issue;fix up;FALSE;;fix ;fix
;D;11659;14399e53229004f2c85ec3810d5cf776;bout the behaviors of the team members;;TRUE;;;/
51;A;155;b8b10c5c32c46a8f278dc868ef65fd9d;confess;;FALSE;?;;/
;A;5075;38515a2d399231bb4340622c162d7b1a;student;;TRUE;;;/
;A;5891;bac07a9a07d31bd971ed4288f10499d6;do his best to help;help;FALSE;;do his best;help
;A;10807;4f1511992b86c3d28f958bcbf4d56511;Sense the student is asking for supervision%2C the principal in the office will;;TRUE;;;sense
;A;13270;773048bc5ea832a6a6fb93f6da578bc6;supervise;;FALSE;;;/
;A;14905;bc3b5c51f98f643be9a99134572a2170;give it to him;agree;FALSE;maybe?;;give
;B;1917;2b7058890eefa22341aa295a036985a9;assist them;help;FALSE;;help;assist
;B;3559;58538dcb3f84e420200c601a4903dbef;i dont know;;TRUE;;;/
;B;7644;61f3559549de508d322e493e3c8fe90c;The professor in the office;;TRUE;;;/
;B;10099;64e64662aa8b1a57c3e5254b48652bcc;have to make time ;make time;FALSE;;make time;arrange
;B;12570;8e6ad748c0685eaeffbadbae0050306d;supervise;;FALSE;;;/
;B;14204;46c4212ded545ed717b0ff376752ae11;respond with approval or denial;respond;FALSE;I would not include either approval or denial bc it would be either.;respond;respond
;B;15843;9f8736428d68ef86c654e1f0f0b1058e;assist;help;FALSE;;help;/
;C;1037;2817aa3ba5ce3496c4222adb7a6aa37c;help.;;FALSE;;help;/
;C;6766;83d8403f227baca0464166c404dc0dc2;help them;help;FALSE;;help;help
;C;11690;14399e53229004f2c85ec3810d5cf776;To do what they think is right;respond;FALSE;maybe?;;respond
;D;2551;9a8edf1b84fcdd4e9692881d31a5a26e;be balancing research responsibilities and personal time;;FALSE;;balance;/
;D;4186;559a558cc071b904f807f21b428370da;take extra time to help the student;help;FALSE;;make time;help
;D;8270;6df37ff0405e34325f86235ab8e45b66;help him;help;FALSE;;help;help
;D;9087;3028e7887ad94e66d4f5fe907c30cc88;since the student is asking for supervision.;;TRUE;;;/
52;A;1771;2b7058890eefa22341aa295a036985a9;mediate ;;FALSE;;;/
;A;3415;58538dcb3f84e420200c601a4903dbef;interrupt them;;FALSE;;interrupt;interrupt
;A;7500;61f3559549de508d322e493e3c8fe90c;When the couple started talking%2C the therapist was;;TRUE;;;/
;A;9952;64e64662aa8b1a57c3e5254b48652bcc;listen;;FALSE;;;/
;A;12426;8e6ad748c0685eaeffbadbae0050306d;listen;;FALSE;;;/
;A;14060;46c4212ded545ed717b0ff376752ae11;moderate the discussion.;;FALSE;;mediate;moderate
;A;15698;9f8736428d68ef86c654e1f0f0b1058e;mediate;;FALSE;;;/
;B;1073;2817aa3ba5ce3496c4222adb7a6aa37c;evaluate the couple.;;FALSE;;evaluate;evaluate
;B;6802;83d8403f227baca0464166c404dc0dc2;listen;;FALSE;;;/
;B;11726;14399e53229004f2c85ec3810d5cf776;Hanging;;TRUE;;hang;hang
;C;3058;9a8edf1b84fcdd4e9692881d31a5a26e;listen to the couple;listen;FALSE;;listen;listen
;C;4691;559a558cc071b904f807f21b428370da;take a deep breath and then go back to listen to and help their clients.;listen and help;FALSE;;take a deep breath;listen
;C;8775;6df37ff0405e34325f86235ab8e45b66;help them;help;FALSE;;help;help
;C;9593;3028e7887ad94e66d4f5fe907c30cc88;when the couples start talkin to a therapist;;TRUE;;;/
;D;679;b8b10c5c32c46a8f278dc868ef65fd9d;decompress;;FALSE;;;/
;D;5591;38515a2d399231bb4340622c162d7b1a;will;;TRUE;;;/
;D;6409;bac07a9a07d31bd971ed4288f10499d6;hurry back and apologize for being late;;FALSE;;hurry back;get back
;D;11331;4f1511992b86c3d28f958bcbf4d56511;The therapist in the break room%2C once the couple starts to talk has to ;;TRUE;;;/
;D;13786;773048bc5ea832a6a6fb93f6da578bc6;listen ;;FALSE;;;/
;D;15424;bc3b5c51f98f643be9a99134572a2170;listen;;FALSE;;;/
53;A;1186;2817aa3ba5ce3496c4222adb7a6aa37c;start to sing.;sing;FALSE;;;sing
;A;6915;83d8403f227baca0464166c404dc0dc2;write the next hit;;FALSE;;;write
;A;11839;14399e53229004f2c85ec3810d5cf776;Talk about it ;;FALSE;;;talk
;B;2584;9a8edf1b84fcdd4e9692881d31a5a26e;make the song popular;;FALSE;;;popularize
;B;4219;559a558cc071b904f807f21b428370da;prepare to do the same.;;FALSE;;;prepare
;B;8303;6df37ff0405e34325f86235ab8e45b66;write;;FALSE;;;/
;B;9120;3028e7887ad94e66d4f5fe907c30cc88;in the studio;;TRUE;;;/
;C;287;b8b10c5c32c46a8f278dc868ef65fd9d;danced;;FALSE;;;dance
;C;5205;38515a2d399231bb4340622c162d7b1a;park;;FALSE;;;/
;C;6022;bac07a9a07d31bd971ed4288f10499d6;spread the news;;FALSE;;;spread
;C;10938;4f1511992b86c3d28f958bcbf4d56511;s the singer promoted a new collab%2C a singer in the park had to;;TRUE;;;/
;C;13400;773048bc5ea832a6a6fb93f6da578bc6;promote it;;FALSE;;;promote
;C;15036;bc3b5c51f98f643be9a99134572a2170;read aloud;;FALSE;;;read
;D;2332;2b7058890eefa22341aa295a036985a9;also perform;perform;FALSE;;;perform
;D;3968;58538dcb3f84e420200c601a4903dbef;start to sing;sing;FALSE;;;sing
;D;8052;61f3559549de508d322e493e3c8fe90c;The author at the park as the singer;;TRUE;;;/
;D;10512;64e64662aa8b1a57c3e5254b48652bcc;good friends;;TRUE;;;/
;D;12978;8e6ad748c0685eaeffbadbae0050306d;write;;FALSE;;;/
;D;14613;46c4212ded545ed717b0ff376752ae11;perform;;FALSE;;;/
;D;16255;9f8736428d68ef86c654e1f0f0b1058e;write about it;;FALSE;?;;write
54;A;3196;9a8edf1b84fcdd4e9692881d31a5a26e;talk about the finished project;;FALSE;;;talk
;A;4829;559a558cc071b904f807f21b428370da;prepare their notes and presentation.;prepare;FALSE;;;prepare
;A;8914;6df37ff0405e34325f86235ab8e45b66;speak;;FALSE;;;/
;A;9731;3028e7887ad94e66d4f5fe907c30cc88;in the meeting room;;TRUE;;;/
;B;690;b8b10c5c32c46a8f278dc868ef65fd9d;progress;;FALSE;;;/
;B;5602;38515a2d399231bb4340622c162d7b1a;team;;TRUE;;;/
;B;6420;bac07a9a07d31bd971ed4288f10499d6;tell the team what changes will be made;present changes;FALSE;;;tell
;B;11342;4f1511992b86c3d28f958bcbf4d56511;The ?? in the ?? starts to;;TRUE;;;/
;B;13797;773048bc5ea832a6a6fb93f6da578bc6;talk;speak;FALSE;;;/
;B;15435;bc3b5c51f98f643be9a99134572a2170;preform;;FALSE;?;;/
;C;1803;2b7058890eefa22341aa295a036985a9;leave;;FALSE;;;/
;C;3446;58538dcb3f84e420200c601a4903dbef;express gratitude for the meeting;;FALSE;;;thank
;C;7531;61f3559549de508d322e493e3c8fe90c;s the meeting begin%2C the team leader;;TRUE;;;/
;C;9983;64e64662aa8b1a57c3e5254b48652bcc;maintain composure;;FALSE;;;maintain
;C;12457;8e6ad748c0685eaeffbadbae0050306d;speak;;FALSE;;;/
;C;14091;46c4212ded545ed717b0ff376752ae11;speak with the team;speak;FALSE;;;speak
;C;15730;9f8736428d68ef86c654e1f0f0b1058e;praise the team;;FALSE;;;praise
;D;1219;2817aa3ba5ce3496c4222adb7a6aa37c;talk to the people.;speak;FALSE;;;talk
;D;6948;83d8403f227baca0464166c404dc0dc2;eat lunch;;FALSE;;;eat
;D;11872;14399e53229004f2c85ec3810d5cf776;To take lunch;eat lunch;FALSE;;;eat
55;A;557;b8b10c5c32c46a8f278dc868ef65fd9d;untie;;FALSE;;;/
;A;5471;38515a2d399231bb4340622c162d7b1a;mechanic;;TRUE;;;/
;A;6289;bac07a9a07d31bd971ed4288f10499d6;completely rebuild it ;rebuild it;FALSE;;;rebuild
;A;11208;4f1511992b86c3d28f958bcbf4d56511;Sense the engine broke down%2C the mechanic in the shop had to;;TRUE;;;/
;A;13666;773048bc5ea832a6a6fb93f6da578bc6;to pause;pause;FALSE;;;pause
;A;15304;bc3b5c51f98f643be9a99134572a2170;fix it ;;FALSE;;;fix
;B;2194;2b7058890eefa22341aa295a036985a9;fix it;;FALSE;;;fix
;B;3833;58538dcb3f84e420200c601a4903dbef;fix it;;FALSE;;;fix
;B;7917;61f3559549de508d322e493e3c8fe90c;The mechanic in the shop;;TRUE;;;/
;B;10377;64e64662aa8b1a57c3e5254b48652bcc;take another look at the car;;FALSE;;;look
;B;12843;8e6ad748c0685eaeffbadbae0050306d;order;;FALSE;;;order
;B;14478;46c4212ded545ed717b0ff376752ae11;tow the car;;FALSE;;;tow
;B;16119;9f8736428d68ef86c654e1f0f0b1058e;fix it;;FALSE;;;fix
;C;877;2817aa3ba5ce3496c4222adb7a6aa37c;repair the engine. ;fix it;FALSE;;;repair
;C;6606;83d8403f227baca0464166c404dc0dc2;put out cones;;FALSE;;;put out
;C;11530;14399e53229004f2c85ec3810d5cf776;Fix;fix it;FALSE;;;fix
;D;3136;9a8edf1b84fcdd4e9692881d31a5a26e;consider the red engine light;;FALSE;;;consider
;D;4769;559a558cc071b904f807f21b428370da;help out the driver with their malfunctioning car.;fix it;FALSE;maybe?;;help
;D;8854;6df37ff0405e34325f86235ab8e45b66;repair it;fix it;FALSE;;;repair
;D;9671;3028e7887ad94e66d4f5fe907c30cc88;because the engine broke down;;TRUE;;;/
56;A;2392;2b7058890eefa22341aa295a036985a9;broadcast;;FALSE;;;/
;A;4028;58538dcb3f84e420200c601a4903dbef;take photos;;FALSE;;;photograph
;A;8112;61f3559549de508d322e493e3c8fe90c;s the photographer arrives as the journalist;;TRUE;;;/
;A;10572;64e64662aa8b1a57c3e5254b48652bcc;plan his actions;;FALSE;;;plan
;A;13038;8e6ad748c0685eaeffbadbae0050306d;report;;FALSE;;;/
;A;14673;46c4212ded545ed717b0ff376752ae11;be filmed;;FALSE;;;film
;A;16315;9f8736428d68ef86c654e1f0f0b1058e;report;;FALSE;;;/
;B;1248;2817aa3ba5ce3496c4222adb7a6aa37c;begin talking into the camera.;report;FALSE;maybe?;;talk
;B;6977;83d8403f227baca0464166c404dc0dc2;report the news;report;FALSE;;;report
;B;11901;14399e53229004f2c85ec3810d5cf776;Give her speech;give speech;FALSE;;;speak
;C;3145;9a8edf1b84fcdd4e9692881d31a5a26e;hide from the terrorist attack;hide;FALSE;;;hide
;C;4778;559a558cc071b904f807f21b428370da;realize they need to document what is happening as quickly as possible.;document it;FALSE;;;realize
;C;8863;6df37ff0405e34325f86235ab8e45b66;document it;;FALSE;;;document
;C;9680;3028e7887ad94e66d4f5fe907c30cc88;as the journalist arrives;;TRUE;;;/
;D;397;b8b10c5c32c46a8f278dc868ef65fd9d;report;;FALSE;;;/
;D;5314;38515a2d399231bb4340622c162d7b1a;arrives;arrive;FALSE;;;arrive
;D;6131;bac07a9a07d31bd971ed4288f10499d6;get ready to make news happen;;FALSE;?;;get ready
;D;11048;4f1511992b86c3d28f958bcbf4d56511;The journalist behind the counter as the reporter arrived will ;;TRUE;;;/
;D;13509;773048bc5ea832a6a6fb93f6da578bc6;take pictures;;FALSE;;;photograph
;D;15146;bc3b5c51f98f643be9a99134572a2170;take pictures;;FALSE;;;photograph
57;A;1131;2817aa3ba5ce3496c4222adb7a6aa37c;brainstorm ideas.;brainstrorm;FALSE;;;brainstorm
;A;6860;83d8403f227baca0464166c404dc0dc2;draw;;FALSE;;;/
;A;11784;14399e53229004f2c85ec3810d5cf776;Realize the capability of the couples;;FALSE;?;;realize
;B;3247;9a8edf1b84fcdd4e9692881d31a5a26e;help the newly wedded couple build their home.;help;FALSE;;;help
;B;4880;559a558cc071b904f807f21b428370da;begin work on making the final blueprints a reality.;work;FALSE;;;work
;B;8965;6df37ff0405e34325f86235ab8e45b66;design;;FALSE;;;/
;B;9782;3028e7887ad94e66d4f5fe907c30cc88;after meeting with the couples about the blueprint ideas;;TRUE;;;/
;C;108;b8b10c5c32c46a8f278dc868ef65fd9d;adjust;;FALSE;;;/
;C;5031;38515a2d399231bb4340622c162d7b1a;kitchen;;TRUE;;;/
;C;5847;bac07a9a07d31bd971ed4288f10499d6;revise a few things;revise;FALSE;;;revise
;C;10763;4f1511992b86c3d28f958bcbf4d56511;fter meeting with the couple about the blueprint%2C the architect in the kitchen had to ;;TRUE;;;/
;C;13225;773048bc5ea832a6a6fb93f6da578bc6;draw the plan;draw;FALSE;maybe?;;draw
;C;14861;bc3b5c51f98f643be9a99134572a2170;draw the rest;draw;FALSE;maybe?;;draw
;D;2007;2b7058890eefa22341aa295a036985a9;make haste on it;;FALSE;;;haste
;D;3648;58538dcb3f84e420200c601a4903dbef;come up with;;FALSE;?;;suggest
;D;7733;61f3559549de508d322e493e3c8fe90c;The architect in the;;TRUE;;;/
;D;10191;64e64662aa8b1a57c3e5254b48652bcc;explain his paln;explain his plan;FALSE;;;explain
;D;12659;8e6ad748c0685eaeffbadbae0050306d;revise;;FALSE;;;/
;D;14294;46c4212ded545ed717b0ff376752ae11;record their desires for the build;note down;FALSE;;;record
;D;15934;9f8736428d68ef86c654e1f0f0b1058e;finish the design;;FALSE;;;finish
58;A;3038;9a8edf1b84fcdd4e9692881d31a5a26e;fill in for the big event.;fill in;FALSE;;;fill
;A;4671;559a558cc071b904f807f21b428370da;make quick changes to the performance routine and choreography.;adjust;FALSE;;;change
;A;8755;6df37ff0405e34325f86235ab8e45b66;fill in;;FALSE;;;fill
;A;9573;3028e7887ad94e66d4f5fe907c30cc88;as one of the performers got sick at the last minute;;TRUE;;;/
;B;546;b8b10c5c32c46a8f278dc868ef65fd9d;investigate;;FALSE;;;/
;B;5460;38515a2d399231bb4340622c162d7b1a;minute;;TRUE;;;/
;B;6278;bac07a9a07d31bd971ed4288f10499d6;be flexible and call the stand-in;call stand-in;FALSE;;;call
;B;11197;4f1511992b86c3d28f958bcbf4d56511;The chirographer on stage%2C as one of the dancers got sick last minute had to%2C ;;TRUE;;;/
;B;13655;773048bc5ea832a6a6fb93f6da578bc6;leave the group;leave;FALSE;;;leave
;B;15293;bc3b5c51f98f643be9a99134572a2170;cancel the show;;FALSE;;;cancel
;C;2151;2b7058890eefa22341aa295a036985a9;perform;;FALSE;;;/
;C;3790;58538dcb3f84e420200c601a4903dbef;substitute for him;fill in;FALSE;;;substitute
;C;7875;61f3559549de508d322e493e3c8fe90c;s one of the performance get sick the;;TRUE;;;/
;C;10335;64e64662aa8b1a57c3e5254b48652bcc;replace him;fill in;FALSE;;;replace
;C;12801;8e6ad748c0685eaeffbadbae0050306d;substitute;fill in;FALSE;;;/
;C;14436;46c4212ded545ed717b0ff376752ae11;find a substitute;fill in;FALSE;;;substitute
;C;16077;9f8736428d68ef86c654e1f0f0b1058e;adjust accordingly;adjust;FALSE;;;adjust
;D;1544;2817aa3ba5ce3496c4222adb7a6aa37c;find a replacement.;fill in;FALSE;;;replace
;D;7273;83d8403f227baca0464166c404dc0dc2;call a back up;call stand-in;FALSE;;;call
;D;12199;14399e53229004f2c85ec3810d5cf776;Go to the hospital;;FALSE;;;go
59;A;166;b8b10c5c32c46a8f278dc868ef65fd9d;practiced;practice;FALSE;;;practice
;A;5086;38515a2d399231bb4340622c162d7b1a;stadium;;TRUE;;;/
